TipoHabitacion,PrecioPorNoche,MetodoPago,FrecuenciaVisitas,AfiliadoFidelidad,MotivoViaje,PaisOrigen,AtencionRecepcion,LimpiezaHabitacion,Ruido,Confort,CalidadServicio,VariedadRestaurante,FacilidadReserva,Calificacion
Familiar,133.3,Efectivo,5,Sí,Evento,Brasil,5,4,3,3,3,4,1,3
Estándar,157.33,Efectivo,2,No,Evento,España,4,5,1,2,1,4,5,3
Premium,111.09,Efectivo,1,Sí,Otro,Argentina,2,1,2,5,1,5,3,3
Premium,162.61,Tarjeta,7,No,Evento,México,5,3,2,3,2,1,2,3
Premium,178.1,Tarjeta,1,No,Negocios,Argentina,5,4,5,2,1,1,2,3
Familiar,83.35,Efectivo,3,No,Otro,México,3,2,1,4,3,1,1,2
Suite,86.52,Online,6,No,Negocios,Colombia,3,1,1,4,1,2,5,2
Suite,114.38,Online,6,No,Evento,Argentina,4,3,5,2,1,1,2,3
Premium,132.3,Efectivo,7,Sí,Evento,Brasil,4,4,5,1,2,1,2,2
Suite,99.02,Tarjeta,1,No,Otro,España,4,5,4,5,4,1,4,4
Suite,174.09,Efectivo,7,Sí,Evento,España,1,3,1,5,4,4,4,4
Familiar,136.96,Tarjeta,2,Sí,Vacaciones,México,2,4,3,2,3,3,3,3
Estándar,121.58,Efectivo,6,No,Negocios,Argentina,2,3,3,3,4,1,3,2
Premium,62.56,Tarjeta,8,No,Negocios,Alemania,4,4,3,5,5,3,5,5
Premium,67.37,Transferencia,5,No,Vacaciones,Alemania,3,5,5,5,2,1,2,3
Familiar,131.24,Online,3,No,Otro,Brasil,2,3,5,4,4,4,1,4
Familiar,40.0,Transferencia,8,No,Otro,México,5,4,5,4,1,4,1,4
Suite,160.51,Online,8,Sí,Vacaciones,Brasil,1,1,3,4,4,3,4,2
Premium,113.67,Tarjeta,4,Sí,Vacaciones,EEUU,3,2,4,5,2,4,3,3
Estándar,249.72,Transferencia,8,No,Negocios,España,1,4,2,5,1,2,5,3
Familiar,212.32,Online,5,Sí,Vacaciones,Argentina,5,4,1,5,1,5,4,4
Estándar,112.74,Efectivo,5,No,Vacaciones,Argentina,2,4,2,3,2,5,4,3
Estándar,115.75,Tarjeta,3,No,Vacaciones,Brasil,1,3,1,3,3,1,5,2
Premium,159.82,Tarjeta,7,No,Evento,Colombia,1,2,5,3,3,4,5,4
Premium,188.13,Efectivo,9,No,Vacaciones,Argentina,1,3,3,1,2,5,2,3
Familiar,54.48,Efectivo,9,Sí,Evento,Alemania,5,4,2,5,2,3,5,4
Premium,48.54,Online,1,No,Negocios,Brasil,3,4,5,5,2,3,5,4
Premium,95.12,Tarjeta,1,Sí,Negocios,EEUU,3,2,1,2,1,3,4,1
Premium,143.31,Online,5,No,Otro,España,5,1,2,2,1,1,4,2
Estándar,139.87,Efectivo,1,Sí,Negocios,Argentina,1,3,2,1,2,5,1,1
Familiar,162.79,Tarjeta,4,No,Otro,EEUU,1,1,2,2,1,5,1,2
Suite,72.01,Efectivo,1,No,Evento,Brasil,4,4,2,3,5,5,1,4
Estándar,40.0,Online,2,No,Vacaciones,España,2,4,2,1,2,3,5,3
Premium,154.32,Online,2,No,Negocios,España,2,5,5,1,1,3,2,3
Estándar,86.87,Online,4,No,Vacaciones,México,3,5,1,1,3,1,4,3
Premium,40.0,Tarjeta,8,No,Otro,México,5,1,1,4,2,2,3,3
Premium,125.8,Efectivo,2,No,Evento,Colombia,1,5,4,2,2,5,2,3
Estándar,151.73,Efectivo,9,No,Negocios,Colombia,2,2,3,5,2,1,3,3
Familiar,115.12,Online,9,No,Vacaciones,Argentina,5,1,2,4,4,3,5,3
Premium,101.69,Online,2,No,Otro,EEUU,5,5,1,3,2,2,3,3
Familiar,113.63,Online,1,No,Vacaciones,México,1,5,3,4,3,4,1,2
Suite,105.18,Online,9,Sí,Negocios,España,5,2,3,3,1,2,4,3
Premium,66.08,Transferencia,2,No,Vacaciones,México,2,2,5,5,2,1,2,2
Familiar,91.41,Transferencia,8,No,Evento,España,4,1,2,5,5,2,1,3
Familiar,140.85,Transferencia,3,No,Negocios,México,2,3,4,2,1,3,4,2
Suite,132.87,Online,1,No,Otro,España,4,2,3,4,3,2,1,3
Familiar,126.72,Online,1,No,Negocios,EEUU,5,5,5,5,4,3,2,4
Familiar,80.19,Efectivo,2,No,Otro,México,2,1,2,3,3,2,5,3
Suite,112.74,Tarjeta,7,No,Otro,Alemania,1,3,1,5,4,1,3,3
Premium,40.0,Efectivo,6,No,Negocios,Alemania,5,1,4,2,1,4,5,3
Familiar,127.14,Transferencia,2,No,Otro,España,1,5,2,3,4,5,3,3
Familiar,177.15,Efectivo,4,No,Negocios,EEUU,4,3,5,1,1,2,3,3
Familiar,61.03,Online,2,No,Evento,España,3,3,5,2,3,4,2,3
Estándar,96.56,Transferencia,1,Sí,Evento,EEUU,3,2,5,2,3,2,2,4
Suite,133.16,Transferencia,3,No,Vacaciones,Colombia,4,4,5,1,4,4,5,3
Estándar,170.11,Tarjeta,4,No,Evento,México,3,5,5,5,5,3,4,5
Suite,102.07,Tarjeta,5,No,Otro,EEUU,5,4,4,2,3,4,4,3
Premium,92.31,Transferencia,5,No,Vacaciones,España,5,5,3,1,4,5,5,3
Premium,41.24,Transferencia,7,No,Vacaciones,Argentina,2,1,3,1,2,4,3,2
Familiar,124.14,Efectivo,8,No,Negocios,Argentina,5,4,1,2,1,5,2,3
Suite,201.68,Transferencia,9,No,Vacaciones,Colombia,3,3,3,4,2,5,5,4
Premium,131.09,Online,7,No,Negocios,Argentina,1,2,5,2,2,4,4,3
Suite,119.11,Efectivo,5,No,Vacaciones,España,2,5,3,4,2,5,3,4
Premium,132.88,Online,9,No,Evento,Alemania,1,2,3,5,4,5,4,4
Estándar,119.56,Online,8,No,Negocios,Alemania,3,5,5,1,3,3,3,3
Premium,87.48,Online,9,No,Otro,México,1,3,4,3,2,1,4,2
Estándar,152.93,Transferencia,8,No,Vacaciones,Brasil,3,3,5,2,4,3,1,4
Premium,129.03,Tarjeta,6,No,Evento,México,5,3,3,3,3,1,3,3
Familiar,120.7,Tarjeta,4,Sí,Evento,Argentina,2,3,3,5,1,1,3,3
Estándar,80.99,Online,9,No,Negocios,Colombia,4,3,1,2,3,3,3,2
Premium,172.14,Transferencia,9,No,Negocios,Argentina,3,2,5,3,3,5,1,3
Familiar,146.59,Efectivo,9,No,Negocios,Alemania,5,1,1,5,2,3,1,3
Estándar,97.88,Online,3,Sí,Otro,EEUU,1,4,1,4,4,5,4,3
Familiar,160.07,Efectivo,3,No,Otro,Alemania,5,2,2,5,5,3,2,4
Suite,100.1,Efectivo,6,Sí,Otro,Brasil,1,4,1,2,1,3,4,1
Suite,88.72,Transferencia,6,No,Vacaciones,México,1,1,3,2,4,2,3,3
Estándar,89.61,Transferencia,6,No,Otro,España,1,5,3,2,2,4,3,3
Premium,49.16,Tarjeta,5,No,Negocios,Argentina,1,1,2,5,4,3,4,3
Estándar,138.86,Tarjeta,5,No,Evento,Colombia,2,1,2,2,5,4,5,2
Familiar,46.75,Transferencia,2,No,Evento,Brasil,1,5,5,5,1,5,2,4
Premium,70.86,Online,7,Sí,Negocios,Alemania,2,4,2,1,3,2,1,2
Suite,40.0,Tarjeta,4,No,Otro,EEUU,4,3,4,1,1,2,2,2
Premium,116.56,Efectivo,3,No,Otro,Brasil,2,5,3,1,5,1,5,4
Suite,113.99,Online,8,No,Negocios,EEUU,1,5,3,3,1,4,4,4
Premium,106.93,Efectivo,4,No,Evento,EEUU,4,1,2,1,1,2,4,2
Premium,78.3,Transferencia,4,No,Vacaciones,Colombia,5,5,2,1,2,5,3,3
Premium,73.11,Efectivo,8,No,Evento,EEUU,2,2,3,5,3,1,4,1
Familiar,138.57,Online,1,No,Otro,EEUU,5,3,2,5,5,2,5,3
Familiar,97.98,Transferencia,9,No,Evento,Alemania,4,1,5,2,2,5,4,3
Estándar,132.65,Online,7,No,Otro,Colombia,2,4,2,2,1,4,4,3
Estándar,84.59,Efectivo,2,Sí,Evento,España,1,4,2,2,1,5,5,3
Suite,127.24,Online,6,No,Negocios,España,2,4,5,5,4,5,1,4
Familiar,172.13,Transferencia,8,No,Otro,EEUU,1,4,5,5,2,5,2,4
Suite,143.45,Efectivo,5,Sí,Vacaciones,Brasil,3,4,5,1,5,3,4,4
Estándar,103.5,Efectivo,6,Sí,Vacaciones,México,2,1,3,4,5,2,2,3
Suite,130.29,Tarjeta,8,Sí,Negocios,Colombia,2,2,2,5,5,5,2,4
Estándar,110.37,Tarjeta,6,No,Evento,Argentina,5,2,5,4,5,1,3,3
Familiar,120.32,Online,9,No,Negocios,México,5,4,5,5,1,3,1,4
Premium,106.98,Tarjeta,9,No,Negocios,Colombia,4,2,3,5,1,5,2,3
Familiar,113.43,Tarjeta,9,Sí,Vacaciones,Colombia,1,3,4,3,2,5,3,3
Suite,128.48,Tarjeta,6,No,Vacaciones,Alemania,5,2,2,4,3,2,5,3
Suite,80.27,Tarjeta,9,Sí,Otro,EEUU,4,5,4,3,5,3,5,5
Familiar,79.36,Transferencia,3,Sí,Otro,Alemania,1,4,4,1,1,5,5,3
Familiar,64.46,Transferencia,5,No,Otro,Brasil,1,5,5,3,2,5,5,3
Estándar,55.99,Tarjeta,2,No,Negocios,Argentina,1,5,3,3,5,4,5,3
Suite,71.31,Online,8,No,Negocios,México,3,4,2,1,3,1,3,2
Suite,126.38,Transferencia,4,No,Otro,México,1,1,2,4,5,1,1,2
Familiar,84.29,Tarjeta,6,Sí,Vacaciones,España,4,2,2,2,4,2,1,2
Premium,140.54,Transferencia,6,No,Vacaciones,Brasil,1,3,4,5,5,3,3,3
Suite,121.39,Efectivo,5,Sí,Evento,Argentina,1,1,1,4,4,5,3,4
Premium,41.26,Transferencia,1,Sí,Otro,Brasil,4,3,3,1,3,3,4,3
Familiar,146.2,Transferencia,7,No,Negocios,Alemania,2,4,1,3,4,2,2,3
Familiar,152.43,Online,8,No,Evento,Alemania,1,2,4,2,3,4,5,4
Estándar,80.25,Transferencia,1,Sí,Evento,Brasil,4,1,5,3,2,2,2,3
Suite,136.81,Online,7,Sí,Evento,Alemania,5,4,1,5,4,1,4,3
Premium,85.74,Efectivo,4,No,Otro,España,4,1,1,1,5,4,1,3
Estándar,123.91,Tarjeta,6,No,Otro,Argentina,3,5,3,2,5,5,5,4
Suite,69.42,Online,9,Sí,Otro,Argentina,5,2,4,4,2,2,1,2
Estándar,48.28,Transferencia,5,No,Vacaciones,Alemania,2,2,3,4,1,3,3,3
Familiar,104.69,Transferencia,8,Sí,Evento,Alemania,2,4,5,1,3,3,2,4
Suite,115.05,Online,5,No,Vacaciones,Argentina,4,4,2,1,1,1,1,2
Estándar,104.09,Efectivo,2,Sí,Otro,Brasil,4,4,4,3,1,1,4,3
Estándar,72.64,Tarjeta,4,No,Vacaciones,Argentina,1,2,5,2,2,1,1,2
Premium,104.0,Transferencia,2,Sí,Vacaciones,Brasil,1,5,5,5,2,1,5,3
Estándar,130.77,Efectivo,7,No,Negocios,Alemania,3,2,1,1,4,5,5,3
Suite,118.2,Tarjeta,7,No,Otro,Alemania,1,4,3,2,4,4,2,3
Suite,127.3,Tarjeta,3,No,Evento,Brasil,4,3,1,1,4,1,3,2
Premium,93.2,Transferencia,7,Sí,Otro,México,4,5,1,1,4,2,5,4
Suite,166.87,Online,1,No,Vacaciones,EEUU,1,2,2,4,4,5,4,3
Familiar,72.95,Transferencia,1,No,Otro,México,3,3,3,2,5,4,2,3
Suite,139.5,Transferencia,9,No,Otro,Alemania,4,5,2,4,2,5,5,4
Suite,167.28,Transferencia,6,No,Negocios,Colombia,3,2,5,4,3,3,4,3
Estándar,139.24,Efectivo,5,No,Negocios,Colombia,4,4,2,2,3,5,1,3
Estándar,111.9,Online,6,No,Otro,España,3,2,5,4,3,5,4,4
Suite,98.87,Efectivo,6,No,Negocios,México,3,5,1,3,3,3,2,3
Premium,161.44,Transferencia,1,No,Vacaciones,Brasil,3,4,2,5,3,3,5,2
Estándar,63.08,Online,5,Sí,Vacaciones,España,1,1,3,5,5,3,3,3
Premium,81.2,Tarjeta,9,Sí,Vacaciones,España,2,3,2,3,2,5,3,2
Suite,104.1,Online,4,No,Negocios,Colombia,3,4,5,1,4,3,4,4
Suite,169.51,Transferencia,3,No,Otro,México,3,4,4,4,4,1,4,4
Familiar,135.19,Online,1,No,Vacaciones,EEUU,4,5,3,5,4,2,4,4
Estándar,81.28,Tarjeta,2,No,Evento,Argentina,2,5,5,2,2,2,5,3
Suite,107.59,Tarjeta,3,No,Vacaciones,Brasil,4,3,4,1,2,3,3,2
Familiar,95.43,Online,4,No,Otro,México,4,5,3,5,5,4,3,4
Estándar,91.61,Tarjeta,7,No,Vacaciones,España,3,4,4,4,5,5,2,3
Suite,159.16,Efectivo,6,No,Evento,Alemania,5,3,1,5,4,2,2,3
Suite,65.13,Online,8,No,Vacaciones,España,2,3,1,4,2,1,1,2
Estándar,184.35,Tarjeta,9,No,Vacaciones,México,4,2,2,1,4,4,5,3
Estándar,153.13,Tarjeta,6,No,Otro,Colombia,5,4,2,3,5,4,4,3
Estándar,163.63,Online,7,No,Vacaciones,Argentina,5,4,2,4,4,1,2,4
Suite,101.48,Efectivo,4,No,Vacaciones,México,4,5,2,4,5,5,1,4
Suite,114.0,Online,2,No,Negocios,EEUU,3,4,4,1,1,5,1,2
Familiar,62.67,Tarjeta,9,No,Otro,Brasil,1,5,3,1,3,3,3,2
Premium,99.01,Online,9,Sí,Otro,Brasil,4,4,3,2,1,1,5,3
Estándar,139.75,Tarjeta,4,Sí,Otro,Alemania,3,2,2,1,4,1,5,4
Suite,171.84,Transferencia,3,No,Otro,Alemania,2,4,1,5,4,1,4,4
Suite,75.71,Online,6,No,Vacaciones,España,3,2,5,4,2,3,5,4
Estándar,105.38,Online,3,Sí,Evento,México,5,4,2,3,3,2,4,4
Premium,113.95,Tarjeta,1,No,Evento,Brasil,2,4,2,1,5,5,5,4
Estándar,64.17,Tarjeta,4,Sí,Negocios,Colombia,2,1,1,4,4,3,3,3
Premium,143.65,Tarjeta,1,Sí,Vacaciones,EEUU,1,4,5,3,5,3,1,3
Suite,91.04,Tarjeta,2,No,Otro,España,1,2,4,2,5,3,5,2
Premium,112.18,Online,3,No,Otro,México,4,3,4,5,5,1,5,4
Familiar,101.92,Tarjeta,8,Sí,Evento,Colombia,3,2,5,2,1,3,3,3
Suite,88.43,Online,4,No,Negocios,México,4,4,5,1,5,2,2,5
Familiar,119.72,Efectivo,4,Sí,Vacaciones,Colombia,1,5,4,5,2,4,4,3
Estándar,111.38,Online,9,No,Negocios,Argentina,5,1,2,2,1,3,2,2
Estándar,105.13,Tarjeta,7,Sí,Vacaciones,México,1,5,2,4,1,2,1,2
Estándar,90.86,Tarjeta,2,Sí,Negocios,México,3,1,1,1,4,1,2,2
Premium,132.78,Efectivo,3,No,Negocios,Argentina,5,1,5,2,3,4,1,4
Suite,186.14,Online,4,No,Otro,Brasil,4,5,2,5,3,5,4,5
Estándar,125.6,Efectivo,4,Sí,Evento,España,4,4,2,5,4,5,3,4
Estándar,159.84,Online,8,No,Otro,México,1,2,1,3,3,1,1,2
Suite,64.39,Tarjeta,6,Sí,Evento,México,1,5,5,5,5,1,4,3
Estándar,126.31,Online,3,No,Negocios,España,4,3,1,5,2,5,3,3
Familiar,76.11,Tarjeta,9,Sí,Vacaciones,España,4,1,1,1,5,1,2,2
Suite,60.92,Tarjeta,8,No,Otro,Alemania,2,2,4,5,3,5,2,4
Suite,90.43,Transferencia,9,No,Vacaciones,Alemania,3,3,1,3,3,1,1,2
Suite,167.68,Transferencia,5,No,Otro,Brasil,2,2,5,5,2,5,5,4
Familiar,158.0,Online,3,No,Otro,España,2,4,2,3,1,2,5,3
Suite,129.72,Tarjeta,4,No,Otro,Argentina,4,3,2,4,1,1,3,2
Familiar,58.69,Efectivo,5,No,Vacaciones,EEUU,3,5,4,3,2,5,2,4
Suite,112.15,Tarjeta,9,Sí,Otro,Brasil,4,2,5,1,1,1,4,2
Premium,132.07,Efectivo,9,No,Otro,Colombia,2,5,2,2,3,5,3,4
Estándar,127.02,Online,3,No,Otro,España,2,5,1,2,1,5,1,3
Premium,46.25,Online,7,No,Vacaciones,Alemania,4,2,3,4,3,4,1,4
Estándar,84.39,Efectivo,6,No,Otro,México,1,2,3,1,4,1,3,1
Familiar,117.44,Efectivo,4,Sí,Vacaciones,España,1,1,3,4,5,2,4,3
Premium,141.45,Tarjeta,5,No,Evento,España,4,1,3,4,1,3,2,2
Suite,40.0,Online,2,No,Otro,Alemania,5,3,1,5,4,3,2,3
Estándar,113.52,Tarjeta,7,Sí,Negocios,Alemania,5,3,2,5,1,1,4,3
Estándar,125.72,Efectivo,4,No,Evento,EEUU,1,3,4,1,4,5,2,3
Premium,153.98,Transferencia,2,No,Vacaciones,Brasil,3,1,1,2,2,5,5,3
Familiar,147.71,Transferencia,6,No,Negocios,Alemania,2,5,2,3,4,2,5,3
Premium,143.3,Transferencia,2,Sí,Vacaciones,Alemania,3,4,5,5,3,1,4,2
Familiar,88.0,Efectivo,2,No,Vacaciones,Alemania,1,4,2,1,2,3,5,2
Familiar,43.68,Tarjeta,7,Sí,Otro,Brasil,4,2,2,1,2,2,3,3
Estándar,104.28,Online,1,No,Negocios,México,5,1,2,2,3,1,2,3
Premium,160.07,Efectivo,7,No,Vacaciones,España,1,2,1,1,1,1,3,1
Premium,175.74,Transferencia,5,No,Evento,España,3,4,2,1,2,1,4,3
Familiar,148.42,Tarjeta,1,Sí,Otro,Alemania,3,2,2,2,1,4,5,3
Premium,137.17,Online,6,No,Evento,Argentina,1,1,5,5,5,2,3,3
Suite,135.19,Online,7,No,Evento,Argentina,2,1,5,2,4,1,3,3
Suite,97.76,Efectivo,1,Sí,Otro,Brasil,3,1,3,4,4,2,1,3
Premium,114.8,Efectivo,9,No,Vacaciones,EEUU,2,4,1,5,3,3,3,3
Premium,186.76,Online,7,No,Evento,Alemania,2,1,2,4,3,1,5,3
Familiar,82.3,Online,1,No,Vacaciones,Brasil,4,3,3,1,4,5,2,3
Suite,184.59,Transferencia,3,Sí,Vacaciones,Brasil,1,3,3,4,5,1,2,3
Suite,107.12,Online,5,Sí,Otro,EEUU,1,1,1,2,3,1,2,2
Estándar,173.02,Efectivo,4,No,Evento,Brasil,2,3,3,2,5,2,5,3
Familiar,63.73,Tarjeta,2,No,Evento,España,4,1,3,3,3,2,2,2
Estándar,143.44,Transferencia,1,Sí,Otro,EEUU,3,4,1,1,2,4,2,1
Suite,90.53,Transferencia,4,No,Vacaciones,EEUU,3,3,4,2,1,1,4,2
Familiar,63.39,Online,7,Sí,Vacaciones,Colombia,1,4,3,5,4,3,4,4
Premium,128.74,Tarjeta,4,No,Otro,EEUU,2,3,5,2,1,2,1,2
Familiar,160.38,Transferencia,9,No,Vacaciones,EEUU,4,5,3,5,4,4,1,3
Premium,86.2,Efectivo,8,No,Vacaciones,México,4,5,1,1,3,5,3,3
Premium,60.04,Online,8,No,Evento,España,3,4,1,3,1,5,3,3
Familiar,116.33,Efectivo,5,Sí,Vacaciones,Alemania,3,3,4,3,5,4,3,4
Premium,116.5,Online,1,No,Vacaciones,Colombia,5,5,4,4,3,5,1,4
Estándar,141.93,Transferencia,9,No,Vacaciones,EEUU,5,1,5,2,2,1,2,1
Suite,157.98,Online,2,No,Vacaciones,México,2,2,5,1,1,2,3,2
Premium,117.62,Tarjeta,6,No,Otro,México,5,5,3,4,1,3,2,3
Estándar,194.22,Efectivo,5,No,Otro,Brasil,4,5,4,1,2,5,2,3
Premium,128.97,Tarjeta,8,Sí,Otro,Alemania,5,1,5,1,4,1,1,2
Suite,106.14,Efectivo,3,No,Vacaciones,Alemania,1,5,3,4,3,2,4,3
Estándar,55.54,Efectivo,6,Sí,Otro,Argentina,1,5,2,1,2,1,4,2
Suite,109.49,Online,6,Sí,Negocios,España,3,5,3,4,5,1,5,4
Suite,106.54,Transferencia,3,No,Negocios,Argentina,3,3,5,2,3,2,4,4
Estándar,158.41,Transferencia,7,No,Negocios,Brasil,2,5,3,4,2,5,3,3
Estándar,138.5,Tarjeta,4,No,Evento,EEUU,1,2,2,2,2,5,1,2
Estándar,72.83,Online,5,Sí,Vacaciones,México,2,3,5,3,1,1,2,2
Familiar,126.89,Transferencia,9,No,Evento,Colombia,2,3,3,4,1,4,1,3
Estándar,146.86,Efectivo,6,Sí,Otro,España,5,4,5,3,1,5,5,4
Estándar,181.12,Efectivo,4,Sí,Vacaciones,EEUU,3,5,3,4,3,1,5,4
Estándar,155.5,Online,8,Sí,Negocios,Brasil,2,2,1,1,4,3,5,3
Estándar,150.43,Tarjeta,9,No,Vacaciones,Alemania,2,2,5,3,3,3,2,2
Premium,122.4,Online,5,No,Evento,Brasil,3,4,5,5,1,4,5,4
Familiar,135.53,Tarjeta,2,Sí,Otro,EEUU,3,2,5,5,1,1,5,3
Suite,169.98,Online,6,Sí,Otro,Brasil,1,3,5,5,3,3,5,4
Estándar,66.69,Efectivo,8,No,Evento,Alemania,3,1,3,3,2,5,2,2
Premium,106.02,Online,5,No,Vacaciones,EEUU,5,3,4,2,2,1,5,3
Premium,89.1,Transferencia,1,No,Evento,Colombia,1,1,3,4,1,4,3,3
Premium,135.17,Transferencia,8,Sí,Otro,Argentina,2,2,2,1,1,4,1,1
Suite,169.21,Online,9,Sí,Negocios,España,5,5,1,1,4,5,5,4
Estándar,96.12,Tarjeta,1,No,Otro,Brasil,5,1,3,3,2,3,5,3
Familiar,40.0,Tarjeta,8,No,Otro,Alemania,1,3,3,5,4,3,1,3
Familiar,103.51,Efectivo,2,No,Vacaciones,Colombia,2,3,5,1,1,4,5,3
Premium,156.54,Efectivo,4,No,Negocios,México,1,3,2,1,1,2,5,1
Suite,141.51,Tarjeta,2,Sí,Otro,Colombia,4,3,5,2,4,4,3,4
Suite,137.13,Online,2,No,Negocios,Colombia,4,4,5,1,4,4,4,4
Suite,108.8,Efectivo,3,No,Evento,Colombia,1,2,4,1,1,1,2,1
Familiar,68.84,Tarjeta,8,No,Vacaciones,Alemania,2,5,1,4,5,5,2,4
Premium,140.61,Tarjeta,4,No,Negocios,México,2,4,4,1,1,1,1,2
Estándar,86.63,Online,7,No,Negocios,España,3,2,5,4,2,4,3,3
Familiar,207.36,Transferencia,3,Sí,Vacaciones,Colombia,5,1,1,5,1,1,2,1
Premium,142.82,Tarjeta,3,Sí,Evento,Alemania,1,4,3,2,3,3,1,3
Premium,96.77,Efectivo,2,No,Negocios,Alemania,5,4,2,1,1,4,1,3
Estándar,95.54,Online,6,Sí,Vacaciones,España,5,4,4,2,5,3,1,3
Estándar,116.28,Online,6,No,Otro,Argentina,4,4,2,2,2,3,2,3
Estándar,110.42,Online,1,No,Vacaciones,EEUU,4,1,5,2,1,5,4,3
Suite,164.67,Transferencia,7,No,Otro,México,1,3,1,3,4,3,1,2
Estándar,127.46,Transferencia,4,Sí,Negocios,México,1,4,3,4,2,1,5,3
Premium,90.73,Efectivo,3,No,Negocios,Brasil,2,2,1,2,2,1,4,3
Estándar,195.62,Efectivo,8,Sí,Negocios,Colombia,1,3,2,5,5,2,4,3
Premium,121.97,Online,2,Sí,Evento,EEUU,2,1,2,1,4,5,5,2
Familiar,150.75,Efectivo,9,No,Evento,Argentina,2,5,3,2,3,2,2,2
Suite,95.67,Tarjeta,8,No,Otro,México,1,1,3,2,1,3,2,1
Familiar,134.52,Transferencia,8,Sí,Vacaciones,Argentina,2,5,1,1,3,4,3,3
Familiar,132.44,Online,3,No,Otro,Brasil,5,2,4,5,4,1,2,3
Premium,44.41,Online,4,No,Vacaciones,Colombia,2,5,1,2,2,4,3,2
Familiar,200.61,Tarjeta,2,Sí,Negocios,EEUU,5,4,2,2,5,2,1,4
Premium,171.63,Tarjeta,2,Sí,Vacaciones,Alemania,5,3,1,5,5,2,2,4
Estándar,104.11,Tarjeta,4,No,Evento,Colombia,5,3,5,2,2,1,2,2
Estándar,75.91,Tarjeta,6,No,Vacaciones,EEUU,3,4,1,5,5,2,5,4
Premium,133.9,Online,5,Sí,Vacaciones,España,3,3,1,2,3,4,1,2
Estándar,123.47,Transferencia,1,Sí,Negocios,México,2,1,5,1,2,2,3,2
Suite,134.23,Transferencia,1,No,Negocios,Argentina,1,4,2,5,1,4,1,2
Familiar,127.66,Tarjeta,6,No,Evento,Colombia,2,4,3,1,1,3,4,2
Suite,140.25,Efectivo,3,Sí,Vacaciones,Brasil,3,3,1,1,4,5,5,3
Familiar,177.89,Online,3,No,Vacaciones,Alemania,4,5,4,2,2,1,4,4
Estándar,142.72,Transferencia,7,Sí,Vacaciones,Brasil,4,2,3,5,3,2,3,4
Suite,78.01,Tarjeta,1,Sí,Negocios,Argentina,2,5,4,3,2,1,2,3
Estándar,174.5,Efectivo,1,Sí,Evento,Colombia,3,1,1,1,2,2,2,1
Familiar,185.62,Efectivo,3,No,Vacaciones,México,5,4,4,1,3,3,2,3
Premium,246.08,Tarjeta,8,No,Vacaciones,México,3,4,3,1,5,4,3,3
Premium,75.06,Online,1,No,Vacaciones,EEUU,2,1,4,2,3,1,4,2
Suite,129.72,Transferencia,4,No,Vacaciones,Brasil,3,2,4,2,2,3,3,3
Estándar,40.0,Efectivo,9,No,Evento,Brasil,4,4,3,1,2,3,3,2
Estándar,142.13,Transferencia,4,Sí,Evento,Alemania,5,5,3,2,2,5,4,3
Suite,98.07,Transferencia,8,Sí,Evento,Argentina,2,1,3,2,2,3,2,2
Premium,196.94,Efectivo,7,No,Negocios,EEUU,2,4,3,2,4,5,5,3
Familiar,89.02,Tarjeta,3,No,Vacaciones,Alemania,1,5,5,4,5,3,3,3
Suite,52.43,Efectivo,7,No,Vacaciones,Colombia,5,1,1,5,2,4,3,3
Familiar,101.15,Efectivo,7,Sí,Vacaciones,Colombia,2,1,3,2,4,3,4,4
Premium,40.98,Online,3,No,Vacaciones,Brasil,3,1,2,4,2,4,5,3
Estándar,150.04,Transferencia,2,No,Otro,Argentina,3,2,4,4,5,2,3,3
Premium,40.0,Tarjeta,9,Sí,Evento,EEUU,3,1,3,2,5,3,1,3
Suite,121.14,Transferencia,1,No,Otro,Argentina,3,3,3,4,3,3,5,3
Estándar,40.0,Efectivo,7,No,Otro,España,2,3,1,3,4,2,3,4
Suite,107.19,Tarjeta,4,Sí,Negocios,México,4,1,3,4,5,5,5,4
Suite,185.74,Tarjeta,2,Sí,Negocios,Argentina,5,4,5,5,1,4,1,4
Premium,134.43,Tarjeta,2,Sí,Vacaciones,EEUU,3,3,2,4,2,2,1,2
Suite,85.46,Tarjeta,8,Sí,Otro,Argentina,2,5,2,2,5,2,5,3
Premium,118.75,Online,7,No,Otro,EEUU,2,5,3,1,4,1,2,2
Estándar,120.72,Tarjeta,7,Sí,Evento,Colombia,3,4,1,3,4,2,5,2
Premium,138.91,Efectivo,5,Sí,Otro,México,1,5,3,4,4,5,4,4
Estándar,65.33,Online,8,No,Negocios,Argentina,2,4,4,3,3,5,2,3
Premium,143.7,Efectivo,2,No,Otro,Argentina,5,5,2,5,2,5,1,4
Familiar,40.0,Efectivo,2,No,Negocios,Argentina,5,1,4,4,1,4,2,2
Familiar,94.8,Transferencia,5,No,Vacaciones,EEUU,1,5,5,4,4,4,1,3
Suite,100.47,Tarjeta,1,No,Negocios,Argentina,2,1,2,3,2,3,1,2
Premium,145.33,Tarjeta,6,Sí,Vacaciones,Colombia,1,5,2,4,4,2,1,2
Premium,120.91,Efectivo,4,No,Evento,Colombia,2,5,5,4,4,5,4,3
Estándar,63.78,Tarjeta,6,No,Vacaciones,Brasil,2,5,4,1,1,2,4,3
Suite,80.6,Online,7,Sí,Otro,Brasil,1,1,3,3,2,3,3,3
