Nombres,nivel_satisfaccion,ultima_evaluacion,numero_proyectos,prom_horas_mes,tiempo_empresa,"accidente_trabajo (0 No, 1 Si)","promocion_ultimos_5 (0 Si, 1 No)","salario (0 Bajo, 1 Medio, 2 2)","renuncio (1 Si, 0 No)"
Empleado 2345,0.94,0.9,5,191,4,0,0,0,0
Empleado 2346,0.95,0.66,4,183,3,0,0,0,0
Empleado 2347,0.59,0.43,3,173,3,0,0,0,0
Empleado 2348,0.69,0.89,4,174,2,0,0,0,0
Empleado 2349,0.74,0.72,3,213,3,0,0,0,0
Empleado 2350,0.67,0.67,4,192,4,0,0,0,0
Empleado 2351,0.83,0.52,3,167,2,1,0,0,0
Empleado 2352,0.81,0.85,3,263,3,1,0,0,0
Empleado 2353,0.54,0.73,2,100,3,0,0,0,0
Empleado 2354,0.89,0.83,3,164,3,0,0,0,0
Empleado 2355,0.79,0.74,5,172,2,0,0,0,0
Empleado 2356,0.46,0.58,4,171,3,0,0,0,0
Empleado 2357,0.99,0.93,4,236,3,0,0,0,0
Empleado 2358,0.75,0.9,5,186,4,0,0,0,0
Empleado 2359,0.93,0.82,4,175,3,0,0,0,0
Empleado 2360,0.65,0.6,5,227,3,0,0,0,0
Empleado 2361,0.19,0.63,4,142,6,0,0,0,0
Empleado 2362,0.48,0.61,2,121,2,0,0,1,0
Empleado 2363,0.95,0.64,5,234,3,0,0,1,0
Empleado 2364,0.92,0.77,4,185,3,0,0,1,0
Empleado 2365,0.84,0.54,4,160,3,0,0,1,0
Empleado 2366,0.37,0.63,4,153,3,1,0,1,0
Empleado 2367,0.22,0.74,3,199,6,0,0,1,0
Empleado 2368,0.64,0.54,3,166,2,0,0,1,0
Empleado 2369,0.72,0.88,2,247,3,0,0,1,0
Empleado 2370,0.48,0.69,4,245,3,0,0,1,0
Empleado 2371,0.12,0.55,5,242,4,0,0,1,0
Empleado 2372,0.78,0.98,5,158,2,0,0,1,0
Empleado 2373,0.71,0.74,3,163,3,1,0,1,0
Empleado 2374,0.38,0.69,3,99,3,1,0,2,0
Empleado 2375,0.57,0.85,4,164,3,0,0,0,0
Empleado 2376,0.72,0.51,3,160,3,0,0,1,0
Empleado 2377,0.6,0.57,2,184,3,0,0,1,0
Empleado 2378,0.61,0.55,5,266,2,0,0,1,0
Empleado 2379,0.67,0.64,4,190,2,0,0,1,0
Empleado 2380,0.97,0.97,5,192,2,0,0,0,0
Empleado 2381,0.22,0.6,3,205,6,1,0,0,0
Empleado 2382,0.15,0.53,4,205,5,1,0,0,0
Empleado 2383,0.6,0.6,3,258,3,0,0,0,0
Empleado 2384,0.15,0.8,5,151,2,1,0,0,0
Empleado 2385,0.5,0.81,3,148,2,0,0,0,0
Empleado 2386,0.9,0.67,3,179,2,0,0,0,0
Empleado 2387,0.84,0.51,6,141,2,1,0,0,0
Empleado 2388,0.74,0.78,5,216,2,0,0,0,0
Empleado 2389,0.72,0.51,3,235,2,0,0,0,0
Empleado 2390,0.93,0.63,3,160,4,1,0,0,0
Empleado 2391,0.54,0.69,3,141,4,0,0,0,0
Empleado 2392,0.87,0.65,4,246,2,1,0,0,0
Empleado 2393,0.19,0.98,5,226,4,1,0,0,0
Empleado 2394,0.33,0.4,4,212,2,1,0,0,0
Empleado 2395,0.94,0.93,4,220,3,0,0,0,0
Empleado 2396,0.77,0.49,4,266,2,0,0,0,0
Empleado 2397,0.48,0.82,3,183,2,0,0,0,0
Empleado 2398,0.7,0.74,5,263,3,1,0,0,0
Empleado 2399,0.54,0.93,4,161,4,1,0,0,0
Empleado 2400,0.61,0.98,4,199,2,0,0,0,0
Empleado 2401,0.97,0.4,4,258,4,1,0,1,0
Empleado 2402,0.6,0.85,3,209,2,1,0,1,0
Empleado 2403,0.93,0.84,5,135,3,0,0,1,0
Empleado 2404,0.48,0.69,4,222,2,0,0,1,0
Empleado 2405,0.16,0.76,5,192,3,0,0,1,0
Empleado 2406,0.18,0.75,3,250,3,0,0,1,0
Empleado 2407,0.84,0.75,3,187,3,1,0,1,0
Empleado 2408,0.69,0.63,4,217,3,0,0,1,0
Empleado 2409,0.22,0.88,4,213,3,1,0,1,0
Empleado 2410,0.83,0.52,4,273,3,0,0,1,0
Empleado 2411,0.58,0.5,2,132,3,0,0,1,0
Empleado 2412,0.61,0.62,4,140,3,1,0,1,0
Empleado 2413,0.67,0.5,4,173,2,1,0,2,0
Empleado 2414,0.56,0.76,4,189,2,0,0,0,0
Empleado 2415,0.74,0.74,3,156,3,0,0,1,0
Empleado 2416,0.92,0.97,4,238,5,1,0,1,0
Empleado 2417,0.81,0.68,5,230,2,0,0,1,0
Empleado 2418,0.48,0.49,4,242,2,1,0,1,0
Empleado 2419,0.73,0.72,4,197,3,0,0,0,0
Empleado 2420,0.97,0.66,6,164,5,0,0,0,0
Empleado 2421,0.15,0.51,6,248,5,0,0,0,0
Empleado 2422,0.69,0.76,5,255,6,0,0,0,0
Empleado 2423,0.61,0.68,5,225,4,0,0,0,0
Empleado 2424,0.86,0.58,3,151,2,0,0,0,0
Empleado 2425,0.55,0.88,4,252,3,0,0,0,0
Empleado 2426,0.9,0.74,4,206,4,1,0,0,0
Empleado 2427,0.65,0.4,2,141,2,0,0,0,0
Empleado 2428,0.81,0.92,5,259,3,0,0,0,0
Empleado 2429,0.65,0.86,5,250,3,0,0,0,0
Empleado 2430,0.47,0.86,4,169,6,0,0,0,0
Empleado 2431,0.93,0.53,3,200,3,1,0,0,0
Empleado 2432,0.77,0.9,4,104,5,0,0,0,0
Empleado 2433,0.87,0.82,6,176,3,0,0,0,0
Empleado 2434,0.87,0.84,5,137,2,0,0,0,0
Empleado 2435,0.65,0.75,2,151,3,0,0,0,0
Empleado 2436,0.21,0.7,6,130,6,1,0,0,0
Empleado 2437,0.75,0.59,4,199,2,0,0,0,0
Empleado 2438,0.72,0.86,4,191,2,0,0,0,0
Empleado 2439,0.88,0.63,3,273,3,1,0,0,0
Empleado 2440,0.66,0.58,3,205,3,0,0,1,0
Empleado 2441,0.8,0.75,3,181,3,0,0,1,0
Empleado 2442,0.22,0.55,4,261,3,1,0,1,0
Empleado 2443,0.92,0.69,3,192,3,0,0,1,0
Empleado 2444,0.54,0.77,4,271,3,0,0,1,0
Empleado 2445,0.91,0.56,4,158,3,0,0,1,0
Empleado 2446,0.77,0.83,4,231,2,0,0,1,0
Empleado 2447,0.61,0.51,3,156,3,1,0,1,0
Empleado 2448,0.48,0.9,4,201,4,0,0,1,0
Empleado 2449,0.25,0.69,3,187,4,0,0,1,0
Empleado 2450,0.91,0.7,3,132,4,0,0,1,0
Empleado 2451,0.72,0.58,5,147,3,1,0,1,0
Empleado 2452,0.77,0.71,4,223,3,0,0,2,0
Empleado 2453,0.41,0.4,2,194,2,0,0,0,0
Empleado 2454,0.51,0.49,4,234,2,0,0,1,0
Empleado 2455,0.72,0.79,3,149,3,0,0,1,0
Empleado 2456,0.47,0.57,3,162,3,1,0,1,0
Empleado 2457,0.53,0.67,4,238,2,0,0,1,0
Empleado 2458,0.65,0.52,5,149,3,0,0,0,0
Empleado 2459,0.18,0.75,4,170,5,0,0,0,0
Empleado 2460,0.61,0.48,3,250,2,0,0,0,0
Empleado 2461,0.86,0.72,4,167,2,0,0,0,0
Empleado 2462,0.14,0.77,4,166,5,0,0,0,0
Empleado 2463,0.63,0.8,3,205,2,0,0,0,0
Empleado 2464,0.79,0.57,3,250,3,0,0,0,0
Empleado 2465,0.78,0.97,4,142,3,0,0,0,0
Empleado 2466,0.14,0.52,4,217,6,0,0,0,0
Empleado 2467,0.85,0.54,3,139,3,0,0,0,0
Empleado 2468,0.85,0.75,4,139,3,0,0,0,0
Empleado 2469,0.91,0.76,5,152,3,0,0,0,0
Empleado 2470,0.76,0.74,3,224,2,0,0,0,0
Empleado 2471,0.62,0.72,5,180,3,0,0,0,0
Empleado 2472,0.53,0.69,4,216,2,0,0,0,0
Empleado 2473,0.97,0.63,3,133,3,0,0,0,0
Empleado 2474,0.48,0.53,4,271,3,0,0,0,0
Empleado 2475,0.5,0.55,4,148,3,1,0,0,0
Empleado 2476,0.32,0.42,2,99,4,0,0,0,0
Empleado 2477,0.58,0.77,4,196,2,1,0,0,0
Empleado 2478,0.81,0.83,3,196,2,0,0,0,0
Empleado 2479,0.48,0.84,4,228,3,0,0,1,0
Empleado 2480,0.96,0.88,4,165,2,0,0,1,0
Empleado 2481,0.56,0.9,3,235,2,0,0,1,0
Empleado 2482,0.63,0.96,4,167,2,0,0,1,0
Empleado 2483,0.21,0.5,5,255,5,0,0,1,0
Empleado 2484,0.94,0.78,3,184,3,1,0,1,0
Empleado 2485,0.94,0.89,4,239,3,0,0,1,0
Empleado 2486,0.96,0.54,3,153,2,0,0,1,0
Empleado 2487,0.49,0.5,4,187,5,1,0,1,0
Empleado 2488,0.82,0.68,2,285,2,0,0,1,0
Empleado 2489,0.6,0.5,3,274,3,0,0,1,0
Empleado 2490,0.76,0.5,3,156,3,1,0,1,0
Empleado 2491,0.69,0.64,5,265,2,1,0,2,0
Empleado 2492,1,0.94,4,144,3,0,0,0,0
Empleado 2493,0.62,0.66,4,143,3,0,0,1,0
Empleado 2494,0.4,0.99,4,214,6,1,0,1,0
Empleado 2495,0.94,0.91,3,163,3,0,0,1,0
Empleado 2496,0.76,0.84,4,236,4,0,0,1,0
Empleado 2497,0.58,0.69,3,146,4,0,0,0,0
Empleado 2498,0.85,0.78,4,106,2,0,0,0,0
Empleado 2499,0.45,0.52,2,105,3,0,0,0,0
Empleado 2500,0.13,0.67,3,181,4,0,0,0,0
Empleado 2501,0.24,0.5,5,174,4,0,0,0,0
Empleado 2502,0.64,0.69,3,207,2,1,0,0,0
Empleado 2503,0.63,0.61,6,118,2,0,0,0,0
Empleado 2504,0.61,0.99,4,251,2,0,0,0,0
Empleado 2505,0.71,0.99,2,136,3,0,0,0,0
Empleado 2506,0.9,0.89,5,249,3,1,0,0,0
Empleado 2507,0.17,0.76,4,171,5,0,0,0,0
Empleado 2508,0.93,0.97,3,256,2,1,0,0,0
Empleado 2509,0.83,0.89,5,141,3,1,0,0,0
Empleado 2510,0.58,0.75,4,186,2,0,0,0,0
Empleado 2511,0.76,0.5,3,258,3,0,0,0,0
Empleado 2512,0.5,0.78,3,228,2,0,0,0,0
Empleado 2513,0.22,0.81,5,205,4,0,0,0,0
Empleado 2514,0.9,0.88,4,174,3,0,0,0,0
Empleado 2515,0.7,0.63,3,155,4,1,0,0,0
Empleado 2516,0.73,0.85,5,245,3,0,0,0,0
Empleado 2517,0.84,0.87,3,271,3,0,0,0,0
Empleado 2518,0.55,0.63,5,184,4,0,0,1,0
Empleado 2519,0.63,0.98,4,175,2,0,0,1,0
Empleado 2520,0.51,0.92,3,224,3,0,0,1,0
Empleado 2521,0.81,0.76,4,177,3,0,0,1,0
Empleado 2522,0.8,0.96,4,268,3,0,0,1,0
Empleado 2523,0.99,0.97,4,208,3,0,0,1,0
Empleado 2524,0.9,0.87,5,219,2,0,0,1,0
Empleado 2525,0.65,0.67,5,128,5,0,0,1,0
Empleado 2526,0.75,0.75,3,273,3,0,0,1,0
Empleado 2527,0.62,0.49,4,218,4,0,0,1,0
Empleado 2528,0.61,0.63,5,230,3,0,0,1,0
Empleado 2529,0.24,0.6,4,195,5,0,0,1,0
Empleado 2530,0.71,0.63,3,254,3,1,0,2,0
Empleado 2531,0.49,0.8,2,275,2,0,0,0,0
Empleado 2532,0.44,0.66,3,162,2,0,0,1,0
Empleado 2533,0.75,0.87,4,193,3,0,0,1,0
Empleado 2534,0.74,0.84,3,239,4,0,0,1,0
Empleado 2535,0.62,0.87,5,149,3,0,0,1,0
Empleado 2536,0.51,0.58,3,155,3,0,0,0,0
Empleado 2537,0.61,0.59,5,271,2,0,0,0,0
Empleado 2538,0.56,0.49,5,163,3,0,0,0,0
Empleado 2539,0.79,0.76,3,160,3,0,0,0,0
Empleado 2540,0.68,0.75,6,274,5,0,0,0,0
Empleado 2541,0.9,0.84,2,199,3,0,0,0,0
Empleado 2542,0.83,0.93,5,241,3,0,0,0,0
Empleado 2543,0.94,0.82,3,187,3,0,0,0,0
Empleado 2544,0.21,0.65,5,223,3,1,0,0,0
Empleado 2545,0.58,0.87,3,268,2,0,0,0,0
Empleado 2546,0.52,0.38,6,169,3,0,0,0,0
Empleado 2547,0.18,0.67,5,285,5,0,0,0,0
Empleado 2548,0.94,0.91,5,254,3,0,0,0,0
Empleado 2549,0.69,0.5,3,208,4,0,0,0,0
Empleado 2550,0.65,0.83,4,218,3,0,0,0,0
Empleado 2551,0.46,0.62,2,187,3,0,0,0,0
Empleado 2552,0.72,0.62,4,256,3,0,0,0,0
Empleado 2553,0.3,0.37,6,278,3,0,0,0,0
Empleado 2554,0.51,0.51,4,204,2,0,0,0,0
Empleado 2555,0.43,0.75,3,108,2,0,0,0,0
Empleado 2556,0.56,0.94,3,226,2,0,0,0,0
Empleado 2557,0.63,0.91,4,246,3,0,0,1,0
Empleado 2558,0.61,0.55,5,260,3,0,0,1,0
Empleado 2559,0.53,0.73,4,248,2,0,0,1,0
Empleado 2560,0.87,0.75,3,132,3,0,0,1,0
Empleado 2561,0.68,0.7,4,185,4,0,0,1,0
Empleado 2562,0.78,0.84,3,269,2,0,0,1,0
Empleado 2563,0.49,0.95,4,156,2,0,0,1,0
Empleado 2564,0.96,0.81,3,212,3,0,0,1,0
Empleado 2565,0.83,0.74,3,221,2,0,0,1,0
Empleado 2566,0.48,0.67,5,273,3,0,0,1,0
Empleado 2567,0.63,0.86,4,271,3,1,0,1,0
Empleado 2568,0.87,0.38,4,183,5,0,0,1,0
Empleado 2569,0.21,0.9,4,271,6,0,0,2,0
Empleado 2570,0.79,0.58,5,165,3,0,0,0,0
Empleado 2571,0.8,0.96,3,257,5,0,0,1,0
Empleado 2572,0.78,0.82,4,143,3,0,0,1,0
Empleado 2573,0.67,0.65,5,156,2,0,0,1,0
Empleado 2574,0.67,0.71,3,190,3,1,0,1,0
Empleado 2575,0.26,0.67,2,242,6,0,0,0,0
Empleado 2576,0.89,0.83,5,267,4,0,0,0,0
Empleado 2577,0.7,0.53,4,152,3,0,0,0,0
Empleado 2578,0.51,0.48,5,136,4,0,0,0,0
Empleado 2579,0.53,0.88,3,157,3,0,0,0,0
Empleado 2580,0.76,0.51,4,281,3,0,0,0,0
Empleado 2581,0.86,0.93,5,208,2,0,0,0,0
Empleado 2582,0.63,0.96,5,152,3,0,0,0,0
Empleado 2583,0.58,0.86,5,271,3,0,0,0,0
Empleado 2584,0.58,0.83,4,163,3,1,0,0,0
Empleado 2585,0.9,0.82,4,136,3,0,0,0,0
Empleado 2586,0.79,0.57,4,233,2,0,0,0,0
Empleado 2587,0.8,0.74,4,221,4,0,0,0,0
Empleado 2588,0.53,0.65,2,189,2,1,0,0,0
Empleado 2589,0.52,0.84,2,226,3,0,0,0,0
Empleado 2590,0.82,0.59,5,201,3,0,0,0,0
Empleado 2591,0.68,0.9,2,133,4,0,0,0,0
Empleado 2592,0.21,0.61,3,173,2,0,0,0,0
Empleado 2593,0.81,0.5,4,152,3,1,0,0,0
Empleado 2594,0.57,0.9,3,256,4,0,0,0,0
Empleado 2595,0.99,0.72,3,119,2,1,0,0,0
Empleado 2596,0.9,1,4,207,3,0,0,1,0
Empleado 2597,0.76,0.64,3,189,3,0,0,1,0
Empleado 2598,0.56,0.92,4,172,2,0,0,1,0
Empleado 2599,0.5,0.93,6,150,3,1,0,1,0
Empleado 2600,0.48,0.89,5,179,3,0,0,1,0
Empleado 2601,0.99,0.97,3,257,2,0,0,1,0
Empleado 2602,0.76,0.8,5,229,2,0,0,1,0
Empleado 2603,0.93,0.97,4,227,3,0,0,1,0
Empleado 2604,0.99,0.78,4,140,3,0,0,1,0
Empleado 2605,0.85,0.78,4,251,3,0,0,1,0
Empleado 2606,0.63,0.95,4,137,3,0,0,1,0
Empleado 2607,0.63,0.78,3,153,3,1,0,1,0
Empleado 2608,0.5,0.65,5,242,3,0,0,2,0
Empleado 2609,0.52,0.57,3,150,3,0,0,0,0
Empleado 2610,0.63,0.99,3,247,3,0,0,1,0
Empleado 2611,0.78,0.5,4,212,2,0,0,1,0
Empleado 2612,0.98,0.53,3,234,3,0,0,1,0
Empleado 2613,0.14,1,5,174,5,0,0,1,0
Empleado 2614,0.7,0.9,3,225,2,0,0,0,0
Empleado 2615,0.88,0.6,4,224,2,0,0,0,0
Empleado 2616,0.72,0.62,3,270,4,0,0,0,0
Empleado 2617,0.88,0.51,4,139,3,0,0,0,0
Empleado 2618,0.71,0.51,3,248,4,0,0,0,0
Empleado 2619,0.6,0.85,3,172,2,0,0,0,0
Empleado 2620,0.88,0.86,4,224,3,1,0,0,0
Empleado 2621,0.55,0.72,5,232,4,0,0,0,0
Empleado 2622,0.85,0.55,4,260,2,1,0,0,0
Empleado 2623,0.84,0.51,2,117,4,0,0,0,0
Empleado 2624,0.91,0.61,4,243,2,1,0,0,0
Empleado 2625,0.82,0.62,4,202,2,0,0,0,0
Empleado 2626,0.6,0.91,2,168,4,0,0,0,0
Empleado 2627,0.89,0.71,5,194,3,0,0,0,0
Empleado 2628,0.6,0.97,4,219,4,1,0,0,0
Empleado 2629,0.64,0.52,4,207,3,0,0,0,0
Empleado 2630,0.93,0.88,4,177,3,0,0,0,0
Empleado 2631,0.81,0.99,3,239,2,1,0,0,0
Empleado 2632,0.31,0.49,4,165,3,1,0,0,0
Empleado 2633,0.68,0.69,4,225,2,0,0,0,0
Empleado 2634,0.78,0.59,3,212,2,0,0,0,0
Empleado 2635,0.44,0.42,4,159,4,0,0,1,0
Empleado 2636,0.64,0.93,4,233,2,1,0,1,0
Empleado 2637,0.81,0.63,4,108,6,0,0,1,0
Empleado 2638,0.5,0.49,3,214,3,0,0,1,0
Empleado 2639,0.69,0.61,5,229,3,0,0,1,0
Empleado 2640,0.77,0.75,4,223,3,0,0,1,0
Empleado 2641,0.69,0.56,4,178,3,0,0,1,0
Empleado 2642,0.87,0.68,4,246,2,0,0,1,0
Empleado 2643,0.85,0.91,4,145,3,0,0,1,0
Empleado 2644,0.83,0.83,4,224,4,0,0,1,0
Empleado 2645,0.68,0.51,3,259,3,0,0,1,0
Empleado 2646,0.78,0.65,4,207,2,0,0,1,0
Empleado 2647,0.78,0.89,3,253,3,0,0,2,0
Empleado 2648,0.93,0.68,4,196,2,1,0,0,0
Empleado 2649,0.54,0.75,3,240,3,0,0,1,0
Empleado 2650,0.76,0.56,3,255,3,0,0,1,0
Empleado 2651,0.4,0.72,3,139,2,0,0,1,0
Empleado 2652,0.73,0.81,3,168,2,0,0,1,0
Empleado 2653,0.86,0.98,5,233,3,0,0,0,0
Empleado 2654,0.38,0.68,5,211,6,0,0,0,0
Empleado 2655,0.71,0.48,5,114,3,0,0,0,0
Empleado 2656,0.58,0.97,5,202,2,0,0,0,0
Empleado 2657,0.67,0.59,3,177,3,1,0,0,0
Empleado 2658,0.55,0.76,4,233,4,0,0,0,0
Empleado 2659,0.76,0.98,2,111,2,0,0,0,0
Empleado 2660,0.7,0.82,3,178,3,0,0,0,0
Empleado 2661,0.66,0.46,4,204,4,0,0,0,0
Empleado 2662,0.96,0.72,3,272,3,0,0,0,0
Empleado 2663,0.6,0.77,4,157,4,0,0,0,0
Empleado 2664,0.54,0.94,5,229,3,1,0,0,0
Empleado 2665,0.85,0.9,5,202,3,0,0,0,0
Empleado 2666,0.96,0.84,3,264,3,0,0,0,0
Empleado 2667,0.86,0.62,3,256,3,1,0,0,0
Empleado 2668,0.53,0.87,3,151,2,0,0,0,0
Empleado 2669,0.91,0.95,3,251,3,0,0,0,0
Empleado 2670,0.33,0.7,5,271,4,0,0,0,0
Empleado 2671,0.75,0.73,4,274,2,0,0,0,0
Empleado 2672,0.97,0.8,3,169,3,0,0,0,0
Empleado 2673,0.68,0.51,4,176,4,1,0,0,0
Empleado 2674,0.68,0.7,5,168,2,0,0,1,0
Empleado 2675,0.57,0.87,4,171,2,0,0,1,0
Empleado 2676,0.87,0.9,4,214,3,0,0,1,0
Empleado 2677,0.5,0.91,5,224,2,1,0,1,0
Empleado 2678,0.76,0.59,3,191,4,0,0,1,0
Empleado 2679,0.79,0.61,5,96,4,0,0,1,0
Empleado 2680,0.17,0.9,6,217,6,1,0,1,0
Empleado 2681,0.6,0.62,4,135,2,1,0,1,0
Empleado 2682,0.89,0.67,3,226,3,0,0,1,0
Empleado 2683,0.69,0.87,3,202,2,0,0,1,0
Empleado 2684,0.68,0.85,2,180,6,0,0,1,0
Empleado 2685,0.61,0.87,5,174,4,0,0,1,0
Empleado 2686,0.63,0.5,3,140,2,0,0,2,0
Empleado 2687,0.5,0.96,4,147,3,0,0,0,0
Empleado 2688,0.49,0.74,2,263,3,1,0,1,0
Empleado 2689,0.83,0.55,5,261,5,0,0,1,0
Empleado 2690,0.59,0.71,2,176,2,1,0,1,0
Empleado 2691,0.75,0.93,2,98,5,0,0,1,0
Empleado 2692,0.66,0.48,3,192,3,1,0,0,0
Empleado 2693,0.68,0.51,4,157,3,0,0,0,0
Empleado 2694,0.73,0.58,5,230,3,0,0,0,0
Empleado 2695,0.98,0.53,4,192,2,1,0,0,0
Empleado 2696,0.86,0.65,3,161,3,0,0,0,0
Empleado 2697,0.5,0.55,3,176,3,0,0,0,0
Empleado 2698,0.76,0.76,3,216,3,0,0,0,0
Empleado 2699,0.3,0.47,4,176,2,0,0,0,0
Empleado 2700,0.3,0.86,3,276,5,1,0,0,0
Empleado 2701,0.64,0.59,3,174,3,1,0,0,0
Empleado 2702,0.59,0.75,3,106,2,0,0,0,0
Empleado 2703,0.85,0.63,4,154,3,0,0,0,0
Empleado 2704,0.76,0.93,3,271,5,0,0,0,0
Empleado 2705,0.63,0.5,5,246,2,0,0,0,0
Empleado 2706,0.65,0.86,4,264,2,1,0,0,0
Empleado 2707,0.43,0.68,3,197,2,0,0,0,0
Empleado 2708,0.83,0.56,4,165,2,0,0,0,0
Empleado 2709,0.49,0.77,4,218,2,0,0,0,0
Empleado 2710,0.67,0.73,3,203,2,0,0,0,0
Empleado 2711,0.9,0.47,2,107,6,1,0,0,0
Empleado 2712,0.83,0.96,3,179,2,0,0,0,0
Empleado 2713,0.92,0.84,5,264,3,0,0,1,0
Empleado 2714,0.83,0.7,5,154,3,0,0,1,0
Empleado 2715,0.64,0.55,4,167,3,1,0,1,0
Empleado 2716,0.93,0.97,4,158,3,1,0,1,0
Empleado 2717,0.6,0.87,4,227,3,1,0,1,0
Empleado 2718,0.74,0.69,3,230,2,0,0,1,0
Empleado 2719,0.56,0.75,5,143,5,0,0,1,0
Empleado 2720,0.61,0.77,4,142,3,0,0,1,0
Empleado 2721,0.63,0.62,4,184,4,0,0,1,0
Empleado 2722,0.24,0.62,5,169,4,0,0,1,0
Empleado 2723,0.17,0.56,5,218,4,1,0,1,0
Empleado 2724,0.46,0.64,2,121,3,0,0,1,0
Empleado 2725,0.68,0.48,4,251,4,0,0,2,0
Empleado 2726,0.68,0.6,2,192,6,0,0,0,0
Empleado 2727,0.16,0.71,6,227,5,0,0,1,0
Empleado 2728,0.15,0.56,6,140,5,0,0,1,0
Empleado 2729,0.55,0.49,3,152,2,0,0,1,0
Empleado 2730,0.72,0.66,4,202,4,0,0,1,0
Empleado 2731,0.91,0.89,2,219,4,0,0,0,0
Empleado 2732,0.3,0.91,4,248,4,0,0,0,0
Empleado 2733,0.56,0.68,5,203,2,0,0,0,0
Empleado 2734,0.94,0.94,3,255,3,0,0,0,0
Empleado 2735,0.82,0.63,5,177,3,0,0,0,0
Empleado 2736,0.66,0.86,5,185,3,0,0,0,0
Empleado 2737,0.74,0.64,4,101,6,1,0,0,0
Empleado 2738,0.63,0.5,3,246,3,0,0,0,0
Empleado 2739,0.65,0.42,6,220,2,0,0,0,0
Empleado 2740,0.56,0.81,3,145,2,0,0,0,0
Empleado 2741,0.32,0.73,6,194,5,0,0,0,0
Empleado 2742,0.8,0.9,4,241,2,0,0,0,0
Empleado 2743,0.34,0.87,6,175,4,0,0,0,0
Empleado 2744,0.62,0.71,5,149,2,0,0,0,0
Empleado 2745,0.5,0.86,3,253,2,0,0,0,0
Empleado 2746,0.58,0.98,5,218,3,0,0,0,0
Empleado 2747,0.94,0.9,2,263,3,0,0,0,0
Empleado 2748,0.67,0.99,4,247,3,1,0,0,0
Empleado 2749,0.2,0.74,6,148,4,0,0,0,0
Empleado 2750,0.91,0.59,5,162,2,0,0,0,0
Empleado 2751,0.91,0.67,2,255,4,0,0,0,0
Empleado 2752,0.78,0.87,3,191,3,1,0,1,0
Empleado 2753,0.82,0.55,3,217,4,1,0,1,0
Empleado 2754,0.54,0.96,3,201,3,0,0,1,0
Empleado 2755,0.53,0.81,3,253,3,0,0,1,0
Empleado 2756,0.47,0.55,4,122,5,1,0,1,0
Empleado 2757,0.87,0.5,3,269,3,0,0,1,0
Empleado 2758,0.5,0.68,4,161,3,0,0,1,0
Empleado 2759,0.59,0.83,3,156,2,0,0,1,0
Empleado 2760,0.89,0.69,3,173,3,0,0,1,0
Empleado 2761,0.54,0.49,4,152,3,1,0,1,0
Empleado 2762,0.62,0.85,3,145,3,0,0,1,0
Empleado 2763,0.91,0.85,3,248,3,0,0,1,0
Empleado 2764,0.84,0.99,2,184,2,0,0,2,0
Empleado 2765,0.69,0.65,4,232,2,1,0,0,0
Empleado 2766,0.76,0.63,3,162,2,0,0,1,0
Empleado 2767,0.8,0.54,4,269,3,0,0,1,0
Empleado 2768,0.4,0.47,5,108,3,0,0,1,0
Empleado 2769,0.8,0.99,3,248,3,1,0,1,0
Empleado 2770,0.76,0.4,2,122,5,0,0,0,0
Empleado 2771,0.55,0.9,4,273,2,1,0,0,0
Empleado 2772,0.98,0.63,3,285,6,0,0,0,0
Empleado 2773,0.54,0.56,4,227,3,0,0,0,0
Empleado 2774,0.63,0.56,4,248,2,1,0,0,0
Empleado 2775,0.88,0.63,3,257,3,0,0,0,0
Empleado 2776,0.5,0.95,5,194,3,0,0,0,0
Empleado 2777,0.52,0.72,3,253,3,0,0,0,0
Empleado 2778,0.89,0.95,4,141,3,0,0,0,0
Empleado 2779,0.55,0.9,4,199,3,0,0,0,0
Empleado 2780,0.51,0.81,3,143,2,0,0,0,0
Empleado 2781,0.35,0.52,5,244,3,0,0,0,0
Empleado 2782,0.54,0.71,5,173,2,0,0,0,0
Empleado 2783,0.72,0.84,4,186,3,0,0,0,0
Empleado 2784,0.61,0.93,2,247,3,0,0,0,0
Empleado 2785,0.17,0.93,3,218,4,0,0,0,0
Empleado 2786,0.71,0.88,3,140,2,0,0,0,0
Empleado 2787,0.88,0.52,4,166,2,0,0,0,0
Empleado 2788,0.48,1,3,216,2,0,0,0,0
Empleado 2789,0.16,0.97,6,235,3,0,0,0,0
Empleado 2790,0.62,0.72,3,188,3,0,0,0,0
Empleado 2791,0.59,0.47,3,143,2,0,0,1,0
Empleado 2792,0.14,0.9,4,198,4,0,0,1,0
Empleado 2793,0.96,0.92,4,148,3,0,0,1,0
Empleado 2794,0.96,0.42,6,101,4,0,0,1,0
Empleado 2795,0.13,0.89,4,249,6,1,0,1,0
Empleado 2796,0.64,0.61,5,249,3,1,0,1,0
Empleado 2797,0.64,0.67,5,198,2,1,0,1,0
Empleado 2798,0.57,0.72,3,202,3,1,0,1,0
Empleado 2799,0.49,1,3,176,3,0,0,1,0
Empleado 2800,0.89,0.79,4,133,2,0,0,1,0
Empleado 2801,0.94,0.75,5,238,2,0,0,1,0
Empleado 2802,0.51,0.58,2,181,4,0,0,1,0
Empleado 2803,0.8,0.85,5,242,3,0,0,2,0
Empleado 2804,0.74,0.51,4,185,2,1,0,0,0
Empleado 2805,0.66,0.85,4,237,3,1,0,1,0
Empleado 2806,0.66,0.99,5,244,3,0,0,1,0
