Nombres,nivel_satisfaccion,ultima_evaluacion,numero_proyectos,tiempo_empresa,"accidente_trabajo (0 No, 1 Si)","promocion_ultimos_5 (0 Si, 1 No)","salario (0 Bajo, 1 Medio, 2 2)",prom_horas_mes
Empleado 2517,0.84,0.87,3,3,0,0,0,271
Empleado 2518,0.55,0.63,5,4,0,0,1,184
Empleado 2519,0.63,0.98,4,2,0,0,1,175
Empleado 2520,0.51,0.92,3,3,0,0,1,224
Empleado 2521,0.81,0.76,4,3,0,0,1,177
Empleado 2522,0.8,0.96,4,3,0,0,1,268
Empleado 2523,0.99,0.97,4,3,0,0,1,208
Empleado 2524,0.9,0.87,5,2,0,0,1,219
Empleado 2525,0.65,0.67,5,5,0,0,1,128
Empleado 2526,0.75,0.75,3,3,0,0,1,273
Empleado 2527,0.62,0.49,4,4,0,0,1,218
Empleado 2528,0.61,0.63,5,3,0,0,1,230
Empleado 2529,0.24,0.6,4,5,0,0,1,195
Empleado 2530,0.71,0.63,3,3,1,0,2,254
Empleado 2531,0.49,0.8,2,2,0,0,0,275
Empleado 2532,0.44,0.66,3,2,0,0,1,162
Empleado 2533,0.75,0.87,4,3,0,0,1,193
Empleado 2534,0.74,0.84,3,4,0,0,1,239
Empleado 2535,0.62,0.87,5,3,0,0,1,149
Empleado 2536,0.51,0.58,3,3,0,0,0,155
Empleado 2537,0.61,0.59,5,2,0,0,0,271
Empleado 2538,0.56,0.49,5,3,0,0,0,163
Empleado 2539,0.79,0.76,3,3,0,0,0,160
Empleado 2540,0.68,0.75,6,5,0,0,0,274
Empleado 2541,0.9,0.84,2,3,0,0,0,199
Empleado 2542,0.83,0.93,5,3,0,0,0,241
Empleado 2543,0.94,0.82,3,3,0,0,0,187
Empleado 2544,0.21,0.65,5,3,1,0,0,223
Empleado 2545,0.58,0.87,3,2,0,0,0,268
Empleado 2546,0.52,0.38,6,3,0,0,0,169
Empleado 2547,0.18,0.67,5,5,0,0,0,285
Empleado 2548,0.94,0.91,5,3,0,0,0,254
Empleado 2549,0.69,0.5,3,4,0,0,0,208
Empleado 2550,0.65,0.83,4,3,0,0,0,218
Empleado 2551,0.46,0.62,2,3,0,0,0,187
Empleado 2552,0.72,0.62,4,3,0,0,0,256
Empleado 2553,0.3,0.37,6,3,0,0,0,278
Empleado 2554,0.51,0.51,4,2,0,0,0,204
Empleado 2555,0.43,0.75,3,2,0,0,0,108
Empleado 2556,0.56,0.94,3,2,0,0,0,226
Empleado 2557,0.63,0.91,4,3,0,0,1,246
Empleado 2558,0.61,0.55,5,3,0,0,1,260
Empleado 2559,0.53,0.73,4,2,0,0,1,248
Empleado 2560,0.87,0.75,3,3,0,0,1,132
Empleado 2561,0.68,0.7,4,4,0,0,1,185
Empleado 2562,0.78,0.84,3,2,0,0,1,269
Empleado 2563,0.49,0.95,4,2,0,0,1,156
Empleado 2564,0.96,0.81,3,3,0,0,1,212
Empleado 2565,0.83,0.74,3,2,0,0,1,221
Empleado 2566,0.48,0.67,5,3,0,0,1,273
Empleado 2567,0.63,0.86,4,3,1,0,1,271
Empleado 2568,0.87,0.38,4,5,0,0,1,183
Empleado 2569,0.21,0.9,4,6,0,0,2,271
Empleado 2570,0.79,0.58,5,3,0,0,0,165
Empleado 2571,0.8,0.96,3,5,0,0,1,257
Empleado 2572,0.78,0.82,4,3,0,0,1,143
Empleado 2573,0.67,0.65,5,2,0,0,1,156
Empleado 2574,0.67,0.71,3,3,1,0,1,190
Empleado 2575,0.26,0.67,2,6,0,0,0,242
Empleado 2576,0.89,0.83,5,4,0,0,0,267
Empleado 2577,0.7,0.53,4,3,0,0,0,152
Empleado 2578,0.51,0.48,5,4,0,0,0,136
Empleado 2579,0.53,0.88,3,3,0,0,0,157
Empleado 2580,0.76,0.51,4,3,0,0,0,281
Empleado 2581,0.86,0.93,5,2,0,0,0,208
Empleado 2582,0.63,0.96,5,3,0,0,0,152
Empleado 2583,0.58,0.86,5,3,0,0,0,271
Empleado 2584,0.58,0.83,4,3,1,0,0,163
Empleado 2585,0.9,0.82,4,3,0,0,0,136
Empleado 2586,0.79,0.57,4,2,0,0,0,233
Empleado 2587,0.8,0.74,4,4,0,0,0,221
Empleado 2588,0.53,0.65,2,2,1,0,0,189
Empleado 2589,0.52,0.84,2,3,0,0,0,226
Empleado 2590,0.82,0.59,5,3,0,0,0,201
Empleado 2591,0.68,0.9,2,4,0,0,0,133
Empleado 2592,0.21,0.61,3,2,0,0,0,173
Empleado 2593,0.81,0.5,4,3,1,0,0,152
Empleado 2594,0.57,0.9,3,4,0,0,0,256
Empleado 2595,0.99,0.72,3,2,1,0,0,119
Empleado 2596,0.9,1,4,3,0,0,1,207
Empleado 2597,0.76,0.64,3,3,0,0,1,189
Empleado 2598,0.56,0.92,4,2,0,0,1,172
Empleado 2599,0.5,0.93,6,3,1,0,1,150
Empleado 2600,0.48,0.89,5,3,0,0,1,179
Empleado 2601,0.99,0.97,3,2,0,0,1,257
Empleado 2602,0.76,0.8,5,2,0,0,1,229
Empleado 2603,0.93,0.97,4,3,0,0,1,227
Empleado 2604,0.99,0.78,4,3,0,0,1,140
Empleado 2605,0.85,0.78,4,3,0,0,1,251
Empleado 2606,0.63,0.95,4,3,0,0,1,137
Empleado 2607,0.63,0.78,3,3,1,0,1,153
Empleado 2608,0.5,0.65,5,3,0,0,2,242
Empleado 2609,0.52,0.57,3,3,0,0,0,150
Empleado 2610,0.63,0.99,3,3,0,0,1,247
Empleado 2611,0.78,0.5,4,2,0,0,1,212
Empleado 2612,0.98,0.53,3,3,0,0,1,234
Empleado 2613,0.14,1,5,5,0,0,1,174
Empleado 2614,0.7,0.9,3,2,0,0,0,225
Empleado 2615,0.88,0.6,4,2,0,0,0,224
Empleado 2616,0.72,0.62,3,4,0,0,0,270
Empleado 2617,0.88,0.51,4,3,0,0,0,139
Empleado 2618,0.71,0.51,3,4,0,0,0,248
Empleado 2619,0.6,0.85,3,2,0,0,0,172
Empleado 2620,0.88,0.86,4,3,1,0,0,224
Empleado 2621,0.55,0.72,5,4,0,0,0,232
Empleado 2622,0.85,0.55,4,2,1,0,0,260
Empleado 2623,0.84,0.51,2,4,0,0,0,117
Empleado 2624,0.91,0.61,4,2,1,0,0,243
Empleado 2625,0.82,0.62,4,2,0,0,0,202
Empleado 2626,0.6,0.91,2,4,0,0,0,168
Empleado 2627,0.89,0.71,5,3,0,0,0,194
Empleado 2628,0.6,0.97,4,4,1,0,0,219
Empleado 2629,0.64,0.52,4,3,0,0,0,207
Empleado 2630,0.93,0.88,4,3,0,0,0,177
Empleado 2631,0.81,0.99,3,2,1,0,0,239
Empleado 2632,0.31,0.49,4,3,1,0,0,165
Empleado 2633,0.68,0.69,4,2,0,0,0,225
Empleado 2634,0.78,0.59,3,2,0,0,0,212
Empleado 2635,0.44,0.42,4,4,0,0,1,159
Empleado 2636,0.64,0.93,4,2,1,0,1,233
Empleado 2637,0.81,0.63,4,6,0,0,1,108
Empleado 2638,0.5,0.49,3,3,0,0,1,214
Empleado 2639,0.69,0.61,5,3,0,0,1,229
Empleado 2640,0.77,0.75,4,3,0,0,1,223
Empleado 2641,0.69,0.56,4,3,0,0,1,178
Empleado 2642,0.87,0.68,4,2,0,0,1,246
Empleado 2643,0.85,0.91,4,3,0,0,1,145
Empleado 2644,0.83,0.83,4,4,0,0,1,224
Empleado 2645,0.68,0.51,3,3,0,0,1,259
Empleado 2646,0.78,0.65,4,2,0,0,1,207
Empleado 2647,0.78,0.89,3,3,0,0,2,253
Empleado 2648,0.93,0.68,4,2,1,0,0,196
Empleado 2649,0.54,0.75,3,3,0,0,1,240
Empleado 2650,0.76,0.56,3,3,0,0,1,255
Empleado 2651,0.4,0.72,3,2,0,0,1,139
Empleado 2652,0.73,0.81,3,2,0,0,1,168
Empleado 2653,0.86,0.98,5,3,0,0,0,233
Empleado 2654,0.38,0.68,5,6,0,0,0,211
Empleado 2655,0.71,0.48,5,3,0,0,0,114
Empleado 2656,0.58,0.97,5,2,0,0,0,202
Empleado 2657,0.67,0.59,3,3,1,0,0,177
Empleado 2658,0.55,0.76,4,4,0,0,0,233
Empleado 2659,0.76,0.98,2,2,0,0,0,111
Empleado 2660,0.7,0.82,3,3,0,0,0,178
Empleado 2661,0.66,0.46,4,4,0,0,0,204
Empleado 2662,0.96,0.72,3,3,0,0,0,272
Empleado 2663,0.6,0.77,4,4,0,0,0,157
Empleado 2664,0.54,0.94,5,3,1,0,0,229
Empleado 2665,0.85,0.9,5,3,0,0,0,202
Empleado 2666,0.96,0.84,3,3,0,0,0,264
Empleado 2667,0.86,0.62,3,3,1,0,0,256
Empleado 2668,0.53,0.87,3,2,0,0,0,151
Empleado 2669,0.91,0.95,3,3,0,0,0,251
Empleado 2670,0.33,0.7,5,4,0,0,0,271
Empleado 2671,0.75,0.73,4,2,0,0,0,274
Empleado 2672,0.97,0.8,3,3,0,0,0,169
Empleado 2673,0.68,0.51,4,4,1,0,0,176
Empleado 2674,0.68,0.7,5,2,0,0,1,168
Empleado 2675,0.57,0.87,4,2,0,0,1,171
Empleado 2676,0.87,0.9,4,3,0,0,1,214
Empleado 2677,0.5,0.91,5,2,1,0,1,224
Empleado 2678,0.76,0.59,3,4,0,0,1,191
Empleado 2679,0.79,0.61,5,4,0,0,1,96
Empleado 2680,0.17,0.9,6,6,1,0,1,217
Empleado 2681,0.6,0.62,4,2,1,0,1,135
Empleado 2682,0.89,0.67,3,3,0,0,1,226
Empleado 2683,0.69,0.87,3,2,0,0,1,202
Empleado 2684,0.68,0.85,2,6,0,0,1,180
Empleado 2685,0.61,0.87,5,4,0,0,1,174
Empleado 2686,0.63,0.5,3,2,0,0,2,140
Empleado 2687,0.5,0.96,4,3,0,0,0,147
Empleado 2688,0.49,0.74,2,3,1,0,1,263
Empleado 2689,0.83,0.55,5,5,0,0,1,261
Empleado 2690,0.59,0.71,2,2,1,0,1,176
Empleado 2691,0.75,0.93,2,5,0,0,1,98
Empleado 2692,0.66,0.48,3,3,1,0,0,192
Empleado 2693,0.68,0.51,4,3,0,0,0,157
Empleado 2694,0.73,0.58,5,3,0,0,0,230
Empleado 2695,0.98,0.53,4,2,1,0,0,192
Empleado 2696,0.86,0.65,3,3,0,0,0,161
Empleado 2697,0.5,0.55,3,3,0,0,0,176
Empleado 2698,0.76,0.76,3,3,0,0,0,216
Empleado 2699,0.3,0.47,4,2,0,0,0,176
Empleado 2700,0.3,0.86,3,5,1,0,0,276
Empleado 2701,0.64,0.59,3,3,1,0,0,174
Empleado 2702,0.59,0.75,3,2,0,0,0,106
Empleado 2703,0.85,0.63,4,3,0,0,0,154
Empleado 2704,0.76,0.93,3,5,0,0,0,271
Empleado 2705,0.63,0.5,5,2,0,0,0,246
Empleado 2706,0.65,0.86,4,2,1,0,0,264
Empleado 2707,0.43,0.68,3,2,0,0,0,197
Empleado 2708,0.83,0.56,4,2,0,0,0,165
Empleado 2709,0.49,0.77,4,2,0,0,0,218
Empleado 2710,0.67,0.73,3,2,0,0,0,203
Empleado 2711,0.9,0.47,2,6,1,0,0,107
Empleado 2712,0.83,0.96,3,2,0,0,0,179
Empleado 2713,0.92,0.84,5,3,0,0,1,264
Empleado 2714,0.83,0.7,5,3,0,0,1,154
Empleado 2715,0.64,0.55,4,3,1,0,1,167
Empleado 2716,0.93,0.97,4,3,1,0,1,158
Empleado 2717,0.6,0.87,4,3,1,0,1,227
Empleado 2718,0.74,0.69,3,2,0,0,1,230
Empleado 2719,0.56,0.75,5,5,0,0,1,143
Empleado 2720,0.61,0.77,4,3,0,0,1,142
Empleado 2721,0.63,0.62,4,4,0,0,1,184
Empleado 2722,0.24,0.62,5,4,0,0,1,169
Empleado 2723,0.17,0.56,5,4,1,0,1,218
Empleado 2724,0.46,0.64,2,3,0,0,1,121
Empleado 2725,0.68,0.48,4,4,0,0,2,251
Empleado 2726,0.68,0.6,2,6,0,0,0,192
Empleado 2727,0.16,0.71,6,5,0,0,1,227
Empleado 2728,0.15,0.56,6,5,0,0,1,140
Empleado 2729,0.55,0.49,3,2,0,0,1,152
Empleado 2730,0.72,0.66,4,4,0,0,1,202
Empleado 2731,0.91,0.89,2,4,0,0,0,219
Empleado 2732,0.3,0.91,4,4,0,0,0,248
Empleado 2733,0.56,0.68,5,2,0,0,0,203
Empleado 2734,0.94,0.94,3,3,0,0,0,255
Empleado 2735,0.82,0.63,5,3,0,0,0,177
Empleado 2736,0.66,0.86,5,3,0,0,0,185
Empleado 2737,0.74,0.64,4,6,1,0,0,101
Empleado 2738,0.63,0.5,3,3,0,0,0,246
Empleado 2739,0.65,0.42,6,2,0,0,0,220
Empleado 2740,0.56,0.81,3,2,0,0,0,145
Empleado 2741,0.32,0.73,6,5,0,0,0,194
Empleado 2742,0.8,0.9,4,2,0,0,0,241
Empleado 2743,0.34,0.87,6,4,0,0,0,175
Empleado 2744,0.62,0.71,5,2,0,0,0,149
Empleado 2745,0.5,0.86,3,2,0,0,0,253
Empleado 2746,0.58,0.98,5,3,0,0,0,218
Empleado 2747,0.94,0.9,2,3,0,0,0,263
Empleado 2748,0.67,0.99,4,3,1,0,0,247
Empleado 2749,0.2,0.74,6,4,0,0,0,148
Empleado 2750,0.91,0.59,5,2,0,0,0,162
Empleado 2751,0.91,0.67,2,4,0,0,0,255
Empleado 2752,0.78,0.87,3,3,1,0,1,191
Empleado 2753,0.82,0.55,3,4,1,0,1,217
Empleado 2754,0.54,0.96,3,3,0,0,1,201
Empleado 2755,0.53,0.81,3,3,0,0,1,253
Empleado 2756,0.47,0.55,4,5,1,0,1,122
Empleado 2757,0.87,0.5,3,3,0,0,1,269
Empleado 2758,0.5,0.68,4,3,0,0,1,161
Empleado 2759,0.59,0.83,3,2,0,0,1,156
Empleado 2760,0.89,0.69,3,3,0,0,1,173
Empleado 2761,0.54,0.49,4,3,1,0,1,152
Empleado 2762,0.62,0.85,3,3,0,0,1,145
Empleado 2763,0.91,0.85,3,3,0,0,1,248
Empleado 2764,0.84,0.99,2,2,0,0,2,184
Empleado 2765,0.69,0.65,4,2,1,0,0,232
Empleado 2766,0.76,0.63,3,2,0,0,1,162
Empleado 2767,0.8,0.54,4,3,0,0,1,269
Empleado 2768,0.4,0.47,5,3,0,0,1,108
Empleado 2769,0.8,0.99,3,3,1,0,1,248
Empleado 2770,0.76,0.4,2,5,0,0,0,122
Empleado 2771,0.55,0.9,4,2,1,0,0,273
Empleado 2772,0.98,0.63,3,6,0,0,0,285
Empleado 2773,0.54,0.56,4,3,0,0,0,227
Empleado 2774,0.63,0.56,4,2,1,0,0,248
Empleado 2775,0.88,0.63,3,3,0,0,0,257
Empleado 2776,0.5,0.95,5,3,0,0,0,194
Empleado 2777,0.52,0.72,3,3,0,0,0,253
Empleado 2778,0.89,0.95,4,3,0,0,0,141
Empleado 2779,0.55,0.9,4,3,0,0,0,199
Empleado 2780,0.51,0.81,3,2,0,0,0,143
Empleado 2781,0.35,0.52,5,3,0,0,0,244
Empleado 2782,0.54,0.71,5,2,0,0,0,173
Empleado 2783,0.72,0.84,4,3,0,0,0,186
Empleado 2784,0.61,0.93,2,3,0,0,0,247
Empleado 2785,0.17,0.93,3,4,0,0,0,218
Empleado 2786,0.71,0.88,3,2,0,0,0,140
Empleado 2787,0.88,0.52,4,2,0,0,0,166
Empleado 2788,0.48,1,3,2,0,0,0,216
Empleado 2789,0.16,0.97,6,3,0,0,0,235
Empleado 2790,0.62,0.72,3,3,0,0,0,188
Empleado 2791,0.59,0.47,3,2,0,0,1,143
Empleado 2792,0.14,0.9,4,4,0,0,1,198
Empleado 2793,0.96,0.92,4,3,0,0,1,148
Empleado 2794,0.96,0.42,6,4,0,0,1,101
Empleado 2795,0.13,0.89,4,6,1,0,1,249
Empleado 2796,0.64,0.61,5,3,1,0,1,249
Empleado 2797,0.64,0.67,5,2,1,0,1,198
Empleado 2798,0.57,0.72,3,3,1,0,1,202
Empleado 2799,0.49,1,3,3,0,0,1,176
Empleado 2800,0.89,0.79,4,2,0,0,1,133
Empleado 2801,0.94,0.75,5,2,0,0,1,238
Empleado 2802,0.51,0.58,2,4,0,0,1,181
Empleado 2803,0.8,0.85,5,3,0,0,2,242
Empleado 2804,0.74,0.51,4,2,1,0,0,185
Empleado 2805,0.66,0.85,4,3,1,0,1,237
Empleado 2806,0.66,0.99,5,3,0,0,1,244
Empleado 2807,0.59,0.62,3,4,0,0,1,178
Empleado 2808,0.91,0.57,3,3,0,0,1,164
Empleado 2809,0.83,0.98,5,4,1,0,0,189
Empleado 2810,0.5,0.91,3,2,0,0,0,212
Empleado 2811,0.69,0.97,4,3,0,0,0,233
Empleado 2812,0.87,0.91,5,3,0,0,0,268
Empleado 2813,0.37,0.43,2,2,0,0,0,155
Empleado 2814,0.9,0.98,4,3,0,0,0,257
Empleado 2815,0.68,0.41,4,5,0,0,0,254
Empleado 2816,0.93,0.63,4,3,1,0,0,143
Empleado 2817,0.95,0.45,3,2,0,0,0,225
Empleado 2818,0.99,1,4,2,1,0,0,223
Empleado 2819,0.64,0.9,2,6,0,0,0,101
Empleado 2820,0.96,0.37,2,6,0,0,0,159
Empleado 2821,0.92,0.54,5,2,0,0,0,141
Empleado 2822,0.22,0.52,5,5,1,0,0,147
Empleado 2823,0.82,0.99,5,3,1,0,0,252
Empleado 2824,0.75,0.89,3,3,0,0,0,196
Empleado 2825,0.2,0.89,6,3,0,0,0,244
Empleado 2826,0.64,0.73,3,3,0,0,0,142
Empleado 2827,0.62,0.9,4,4,0,0,0,155
Empleado 2828,0.73,0.59,3,2,0,0,0,219
Empleado 2829,0.52,0.51,3,4,0,0,0,213
Empleado 2830,0.63,0.67,5,3,0,0,1,263
Empleado 2831,0.84,0.92,4,3,0,0,1,274
Empleado 2832,0.49,0.96,3,3,0,0,1,140
Empleado 2833,0.54,0.78,4,2,0,0,1,176
Empleado 2834,0.52,0.78,4,2,0,0,1,206
Empleado 2835,0.66,0.63,6,6,0,0,1,223
Empleado 2836,0.73,0.41,2,6,1,0,1,231
Empleado 2837,0.54,0.64,3,3,0,0,1,250
Empleado 2838,0.72,0.68,5,4,0,0,1,266
Empleado 2839,0.75,0.64,4,3,1,0,1,247
Empleado 2840,0.77,0.57,3,2,0,0,1,189
Empleado 2841,0.42,0.94,5,5,0,0,1,227
Empleado 2842,0.13,0.69,4,4,0,0,2,127
Empleado 2843,0.73,0.88,5,5,0,0,0,204
Empleado 2844,0.5,0.95,5,3,0,0,1,137
Empleado 2845,0.92,0.62,4,3,1,0,1,265
Empleado 2846,0.73,0.66,3,2,0,0,1,135
Empleado 2847,0.74,0.38,2,3,0,0,1,126
Empleado 2848,0.76,0.78,3,2,0,0,0,189
Empleado 2849,0.53,0.92,3,4,1,0,0,207
Empleado 2850,0.65,0.72,3,3,0,0,0,134
Empleado 2851,0.91,0.85,4,2,0,0,0,203
Empleado 2852,0.69,0.76,5,3,1,0,0,222
Empleado 2853,0.56,0.66,3,2,0,0,0,232
Empleado 2854,0.55,0.81,4,5,0,0,0,267
Empleado 2855,0.74,0.5,5,3,0,0,0,131
Empleado 2856,0.86,0.86,3,4,0,0,0,155
Empleado 2857,0.82,0.74,3,3,0,0,0,232
Empleado 2858,0.35,0.8,3,5,0,0,0,137
Empleado 2859,0.93,0.99,4,4,0,0,0,136
Empleado 2860,0.55,0.77,3,2,0,0,0,237
Empleado 2861,0.99,0.68,4,3,0,0,0,190
Empleado 2862,0.91,0.89,4,3,1,0,0,144
Empleado 2863,0.24,0.65,6,3,0,0,0,194
Empleado 2864,0.77,0.67,3,2,0,0,0,186
Empleado 2865,0.64,0.66,3,3,0,0,0,218
Empleado 2866,0.58,0.76,5,2,1,0,0,260
Empleado 2867,0.65,0.99,4,4,0,0,0,200
Empleado 2868,0.44,0.68,3,3,0,0,0,140
Empleado 2869,0.59,0.75,2,3,0,0,1,156
Empleado 2870,0.99,0.56,3,3,1,0,1,193
Empleado 2871,0.75,0.79,4,3,0,0,1,145
Empleado 2872,0.77,0.49,4,2,0,0,1,217
Empleado 2873,0.85,0.64,4,3,0,0,1,162
Empleado 2874,0.77,0.93,5,4,0,0,1,182
Empleado 2875,0.54,0.95,3,3,0,0,1,221
Empleado 2876,0.69,0.82,4,2,0,0,1,208
Empleado 2877,0.66,0.65,5,3,0,0,1,161
Empleado 2878,0.51,0.65,4,3,0,0,1,269
Empleado 2879,0.74,0.59,4,3,0,0,1,155
Empleado 2880,0.55,0.72,3,3,0,0,1,110
Empleado 2881,0.65,0.84,3,3,0,0,2,154
Empleado 2882,0.2,0.77,6,4,0,0,0,213
Empleado 2883,0.92,0.94,5,3,0,0,1,248
Empleado 2884,0.57,0.6,3,3,0,0,1,202
Empleado 2885,0.75,0.78,2,6,0,0,1,251
Empleado 2886,0.68,0.84,3,2,0,0,1,239
Empleado 2887,0.97,0.7,3,3,0,0,0,203
Empleado 2888,0.79,0.48,4,5,1,0,0,184
Empleado 2889,0.66,0.75,4,3,1,0,0,203
Empleado 2890,0.96,0.69,3,2,1,0,0,214
Empleado 2891,0.73,0.69,4,3,0,0,0,161
Empleado 2892,0.29,0.58,5,2,0,0,0,234
Empleado 2893,0.58,0.56,3,2,0,0,0,151
Empleado 2894,0.72,0.58,4,3,0,0,0,149
Empleado 2895,0.94,0.87,4,3,0,0,0,240
Empleado 2896,0.48,0.56,5,2,0,0,0,140
Empleado 2897,0.6,0.99,3,2,0,0,0,187
Empleado 2898,0.97,0.58,5,2,1,0,0,156
Empleado 2899,0.74,0.41,4,4,0,0,0,250
Empleado 2900,0.97,0.61,3,2,0,0,0,165
Empleado 2901,0.88,0.67,5,3,1,0,0,260
Empleado 2902,0.5,0.7,3,3,0,0,0,274
Empleado 2903,0.93,0.98,4,3,0,0,0,160
Empleado 2904,0.3,0.7,5,4,1,0,0,280
Empleado 2905,0.69,0.53,3,3,0,0,0,142
Empleado 2906,0.69,0.9,2,2,0,0,0,155
Empleado 2907,0.53,0.67,4,2,0,0,0,167
Empleado 2908,0.32,0.8,3,3,0,0,1,263
Empleado 2909,0.73,0.75,3,4,0,0,1,259
Empleado 2910,0.77,0.61,4,3,0,0,1,223
Empleado 2911,0.59,0.81,6,5,0,0,1,123
Empleado 2912,0.19,0.51,5,3,0,0,1,226
Empleado 2913,0.78,0.95,3,2,0,0,1,270
Empleado 2914,0.84,0.74,3,3,0,0,1,139
Empleado 2915,0.65,0.77,5,2,0,0,1,241
Empleado 2916,0.38,0.43,2,6,0,0,1,160
Empleado 2917,0.12,0.47,3,5,0,0,1,258
Empleado 2918,0.74,0.81,5,5,0,0,1,106
Empleado 2919,0.67,0.82,4,2,0,0,1,171
Empleado 2920,0.5,0.79,3,3,0,0,2,186
Empleado 2921,0.99,0.39,6,5,1,0,0,214
Empleado 2922,0.79,0.89,4,3,0,0,1,240
Empleado 2923,0.72,0.51,4,3,0,0,1,164
Empleado 2924,0.83,0.57,4,3,0,0,1,232
Empleado 2925,0.69,0.55,5,2,0,0,1,242
Empleado 2926,0.5,0.89,5,3,0,0,0,222
Empleado 2927,0.82,0.84,3,2,1,0,0,139
Empleado 2928,0.68,0.56,4,3,0,0,0,272
Empleado 2929,0.82,0.69,4,2,0,0,0,262
Empleado 2930,0.32,0.81,2,3,0,0,0,249
Empleado 2931,0.93,0.86,4,3,0,0,0,219
Empleado 2932,0.42,0.73,4,5,0,0,0,208
Empleado 2933,0.22,0.44,3,6,0,0,0,166
Empleado 2934,0.56,0.88,3,3,0,0,0,174
Empleado 2935,0.77,0.75,4,3,0,0,0,225
Empleado 2936,0.29,0.48,2,6,1,0,0,116
Empleado 2937,0.97,0.65,3,2,0,0,0,219
Empleado 2938,0.91,0.7,4,2,0,0,0,196
Empleado 2939,0.52,0.67,4,3,1,0,0,210
Empleado 2940,0.54,0.64,2,3,0,0,0,219
Empleado 2941,0.54,0.98,3,3,0,0,0,197
Empleado 2942,0.67,0.52,2,6,0,0,0,102
Empleado 2943,0.72,0.85,3,4,0,0,0,186
Empleado 2944,0.68,0.51,4,2,0,0,0,224
Empleado 2945,0.65,0.98,3,2,1,0,0,283
Empleado 2946,0.72,0.98,5,4,0,0,0,197
Empleado 2947,0.51,0.79,5,3,0,0,1,267
Empleado 2948,0.8,0.58,4,3,0,0,1,172
Empleado 2949,0.83,0.93,4,2,0,0,1,261
Empleado 2950,0.15,0.86,3,4,0,0,1,204
Empleado 2951,0.5,0.73,4,2,0,0,1,237
Empleado 2952,0.8,0.55,2,3,0,0,1,212
Empleado 2953,0.96,0.62,4,2,0,0,1,217
Empleado 2954,0.67,0.7,5,3,1,0,1,159
Empleado 2955,0.98,0.96,5,3,0,0,1,139
Empleado 2956,0.88,0.59,5,3,0,0,1,230
Empleado 2957,0.85,0.79,3,4,0,0,1,157
Empleado 2958,0.75,0.7,5,3,0,0,1,269
Empleado 2959,0.38,0.77,2,3,0,0,2,170
Empleado 2960,0.55,0.82,2,4,0,0,0,197
Empleado 2961,0.63,0.89,4,3,0,0,1,246
Empleado 2962,0.78,0.51,4,3,0,0,1,278
Empleado 2963,0.99,0.84,5,2,0,0,1,138
Empleado 2964,0.72,0.87,3,3,0,0,1,238
Empleado 2965,0.14,0.83,5,6,1,0,0,175
Empleado 2966,0.81,0.67,4,3,0,0,0,216
Empleado 2967,0.73,0.86,4,4,1,0,0,196
Empleado 2968,0.58,0.8,5,3,1,0,0,187
Empleado 2969,0.24,0.85,4,5,0,0,0,155
Empleado 2970,0.31,0.86,3,5,0,0,0,205
Empleado 2971,0.74,0.63,3,2,0,0,0,230
Empleado 2972,0.86,0.69,5,3,0,0,0,157
Empleado 2973,0.22,0.8,4,4,0,0,0,287
Empleado 2974,0.66,0.7,4,3,0,0,0,161
Empleado 2975,0.21,0.76,5,2,0,0,0,239
Empleado 2976,0.95,0.61,3,2,0,0,0,267
Empleado 2977,0.24,0.55,5,5,0,0,0,208
Empleado 2978,0.66,0.95,3,3,0,0,0,133
Empleado 2979,0.88,0.86,3,3,0,0,0,187
Empleado 2980,0.67,0.61,4,2,0,0,0,140
Empleado 2981,0.75,0.58,4,3,0,0,0,270
Empleado 2982,0.93,0.48,3,3,0,0,0,147
Empleado 2983,0.64,0.71,3,2,0,0,0,181
Empleado 2984,0.51,0.53,3,3,0,0,0,156
Empleado 2985,0.98,0.5,4,3,0,0,0,207
Empleado 2986,0.72,0.63,4,4,1,0,1,241
Empleado 2987,0.51,0.75,4,3,0,0,1,154
Empleado 2988,0.54,0.58,4,3,0,0,1,206
Empleado 2989,0.99,0.76,4,2,0,0,1,204
Empleado 2990,0.44,0.9,4,3,0,0,1,117
Empleado 2991,0.74,0.48,5,3,0,0,1,144
Empleado 2992,0.9,0.77,3,3,0,0,1,156
Empleado 2993,0.86,0.58,4,4,0,0,1,211
Empleado 2994,0.66,0.52,3,4,1,0,1,149
Empleado 2995,0.64,0.96,4,5,0,0,1,152
Empleado 2996,0.5,0.59,4,2,0,0,1,192
Empleado 2997,0.88,0.68,4,4,0,0,1,274
Empleado 2998,0.72,0.47,5,6,0,0,2,168
Empleado 2999,0.53,0.53,4,3,0,0,0,205
Empleado 3000,0.83,0.77,3,3,0,0,1,228
Empleado 3001,0.24,0.52,4,5,0,0,1,228
Empleado 3002,0.66,0.75,5,3,1,0,1,227
Empleado 3003,0.43,0.63,3,3,0,0,1,156
Empleado 3004,0.75,0.66,5,2,0,0,0,177
Empleado 3005,0.42,0.89,6,5,1,0,0,188
Empleado 3006,0.54,0.74,3,4,0,0,0,185
Empleado 3007,0.84,0.85,3,4,0,0,0,153
Empleado 3008,0.95,0.79,4,3,0,0,0,174
Empleado 3009,0.6,0.61,4,3,0,0,0,209
Empleado 3010,0.95,0.71,3,2,1,0,0,251
Empleado 3011,0.62,0.89,3,3,1,0,0,153
Empleado 3012,0.89,0.73,3,2,0,0,0,210
